"Title"	"Artist"	"Time"	"Date"	"Album"	"Composers"	"url"	"spotify_id"	"spotify_uri"
"Everything"	"Chantal Acda"	"10:38pm"	2017-03-09	"Everything (Single)"	" Chantal Acda"	"https://open.spotify.com/track/2gb2SlrveDeWOXBdqgDUxb"	"2gb2SlrveDeWOXBdqgDUxb"	"spotify:track:2gb2SlrveDeWOXBdqgDUxb"
"Hearts"	"Patrick Watson"	"10:42pm"	2017-03-09	"Love Songs For Robots"	" Patrick Watson, Mishka Stein, Robbie Kuster, Joe Grass"	"https://open.spotify.com/track/1Vsf1l3lZQrM4HzVL6Cu1t"	"1Vsf1l3lZQrM4HzVL6Cu1t"	"spotify:track:1Vsf1l3lZQrM4HzVL6Cu1t"
"Epic Sweep"	"Aqua Alta"	"10:47pm"	2017-03-09	"Dreamsphere"	" Graeme Campbell, Charles Austin, Jenn Grant"	"https://open.spotify.com/track/5q3QIiiahjQlu65ypVoP5e"	"5q3QIiiahjQlu65ypVoP5e"	"spotify:track:5q3QIiiahjQlu65ypVoP5e"
"Magic Summertime"	"Benji Hughes"	"10:51pm"	2017-03-09	"Magic Summertime (Single)"	" Eleni Mandell"	"https://open.spotify.com/track/0CJpoKYIgPFPSRizfrSzLu"	"0CJpoKYIgPFPSRizfrSzLu"	"spotify:track:0CJpoKYIgPFPSRizfrSzLu"
"Part Of Your Life"	"Aquilo"	"10:55pm"	2017-03-09	"Aquilo Ep"	" Ben Fletcher, Tom Higham"	"https://open.spotify.com/track/0Y51ak1HRsG6beYofd7Bch"	"0Y51ak1HRsG6beYofd7Bch"	"spotify:track:0Y51ak1HRsG6beYofd7Bch"
"Case Of You"	"James Blake"	"11pm"	2017-03-09	"Enough Thunder"	" Joni Mitchell"	"https://open.spotify.com/track/6tNrUI6H15kqWBff0HcEZr"	"6tNrUI6H15kqWBff0HcEZr"	"spotify:track:6tNrUI6H15kqWBff0HcEZr"
"Push Pull"	"Purity Ring"	"11:02pm"	2017-03-09	"Another Eternity"	" Corin Roddick, Megan James"	"https://open.spotify.com/track/5UPMwrezCWHM5mUsz1wR7J"	"5UPMwrezCWHM5mUsz1wR7J"	"spotify:track:5UPMwrezCWHM5mUsz1wR7J"
"Stay Going Nowhere"	"Jodie Landau"	"11:07pm"	2017-03-09	"You Of All Things"	" Jodie Landau"	"https://open.spotify.com/track/3phtp07ijRluxfg7irhSDp"	"3phtp07ijRluxfg7irhSDp"	"spotify:track:3phtp07ijRluxfg7irhSDp"
"Fur Luise"	"Brian Eno, Cluster"	"11:12pm"	2017-03-09	"Old Land"	" Brian Eno, Dieter Moebius, Hans Joachim Roedelius"	"https://open.spotify.com/track/641wx5OdAeUbYu5r6hgfDw"	"641wx5OdAeUbYu5r6hgfDw"	"spotify:track:641wx5OdAeUbYu5r6hgfDw"
"Dream Of Love"	"The Luyas"	"11:17pm"	2017-03-09	"Human Voicing"	" Jessie Stein, Sarah Neufeld, Pietro Amato, Mathieu Charbonneau, Bucky Wheaton"	"https://open.spotify.com/track/6qZJc1ZAdMPTkzkspczlja"	"6qZJc1ZAdMPTkzkspczlja"	"spotify:track:6qZJc1ZAdMPTkzkspczlja"
"Great Equator"	"Zammuto"	"11:22pm"	2017-03-09	"Anchor"	" Nick Zammuto"	"https://open.spotify.com/track/30adSsAWvDrk1OcFcD5eYt"	"30adSsAWvDrk1OcFcD5eYt"	"spotify:track:30adSsAWvDrk1OcFcD5eYt"
"They Follow Me"	"The Notwist"	"11:26pm"	2017-03-09	"Close To The Glass"	" Markus Acher, Martin Gretschmann, Micha Acher"	"https://open.spotify.com/track/1FwqnEaWHkLoapB9pYKdex"	"1FwqnEaWHkLoapB9pYKdex"	"spotify:track:1FwqnEaWHkLoapB9pYKdex"
"Albert Johnson"	"Paul Bergman"	"11:32pm"	2017-03-09	"Anthropology"	" Paul Bergman"	NA	NA	NA
"Mirror Maze"	"Merganzer"	"11:39pm"	2017-03-09	"Mirror Maze"	" Mika Posen"	"https://open.spotify.com/track/0P2FSHdRCrVyiRuBlfmPNU"	"0P2FSHdRCrVyiRuBlfmPNU"	"spotify:track:0P2FSHdRCrVyiRuBlfmPNU"
"Little Life"	"Pony Girl"	"11:44pm"	2017-03-09	"Foreign Life"	" Pascal Huot, Julien Dussault, Michel Cousineau, Jeff Kingsbury, Greggory Clark, Yolande Laroche"	"https://open.spotify.com/track/53jfbHewLZdYdwO5jf3BCa"	"53jfbHewLZdYdwO5jf3BCa"	"spotify:track:53jfbHewLZdYdwO5jf3BCa"
"What The Night's For"	"Christine Bougie"	"11:48pm"	2017-03-09	"Whistle Up A World"	" Christine Bougie"	"https://open.spotify.com/track/2AFAF7ugFK1tyPQq0uyfDT"	"2AFAF7ugFK1tyPQq0uyfDT"	"spotify:track:2AFAF7ugFK1tyPQq0uyfDT"
"Spirit"	"Michel Blais Jean, Cfcf"	"11:51pm"	2017-03-09	"Cascades"	"Cfcf,Michel  Jean Blais"	"https://open.spotify.com/track/3FylgisDb6BFK8MI4tbKWG"	"3FylgisDb6BFK8MI4tbKWG"	"spotify:track:3FylgisDb6BFK8MI4tbKWG"
"Out The Window"	"Amos The Transparent"	"11:57pm"	2017-03-09	"This Cold Escape"	" Chris Wilson, James Nicol, Mike Yates, Dan Hay, Olenka Reshitnyk, Jonathan Chandler"	"https://open.spotify.com/track/1xbzon1LIZwVbnjBIjDPZ5"	"1xbzon1LIZwVbnjBIjDPZ5"	"spotify:track:1xbzon1LIZwVbnjBIjDPZ5"
"The Kids Don't Wanna Come Home"	"Declan Mckenna"	"12:30am"	2017-03-09	"The Kids Don't Wanna Come Home (Single)"	" Declan Mckenna"	"https://open.spotify.com/track/6lj0jgxdeE6wFqddzYY0Sd"	"6lj0jgxdeE6wFqddzYY0Sd"	"spotify:track:6lj0jgxdeE6wFqddzYY0Sd"
"#88"	"Fang Lo"	"10:04pm"	2017-03-10	"#88 (Single)"	"Fang Lo"	"https://open.spotify.com/track/1jjwFHRnfgBTJ049RJz8CQ"	"1jjwFHRnfgBTJ049RJz8CQ"	"spotify:track:1jjwFHRnfgBTJ049RJz8CQ"
"The Road To Nowhere"	"Radical Face"	"10:11pm"	2017-03-10	"The Road To Nowhere (Single)"	" Ben Cooper"	"https://open.spotify.com/track/1Mp5520Sw13k45on27nRnb"	"1Mp5520Sw13k45on27nRnb"	"spotify:track:1Mp5520Sw13k45on27nRnb"
"Upright"	"Hologramme"	"10:16pm"	2017-03-10	"Hologramme: Hologramme"	" Clement Leduc,Hologramme"	"https://open.spotify.com/track/64JL5613633qHVq8d3aQlu"	"64JL5613633qHVq8d3aQlu"	"spotify:track:64JL5613633qHVq8d3aQlu"
"More Colors"	"Kidswaste, Chelsea Cutler"	"10:20pm"	2017-03-10	"More Colors (Single)"	" Chelsea Cutler,Kidswaste"	"https://open.spotify.com/track/3WImtS2mfm4XiDTXt20Kjy"	"3WImtS2mfm4XiDTXt20Kjy"	"spotify:track:3WImtS2mfm4XiDTXt20Kjy"
"Ao Grafa Sig I Fonn"	"Asgeir"	"10:26pm"	2017-03-10	"Ao Grafa Sig I Fonn (Single)"	"Asgeir"	NA	NA	NA
"Doing The Right Thing"	"Daughter"	"10:30pm"	2017-03-10	"Doing The Right Thing (Single)"	" Elena Tonra, Remi Aguilella, Igor Haefeli"	"https://open.spotify.com/track/2X8DqCikgiVk3214hbHEpz"	"2X8DqCikgiVk3214hbHEpz"	"spotify:track:2X8DqCikgiVk3214hbHEpz"
"Coastline"	"Geoffroy"	"10:36pm"	2017-03-10	"Geoffroy: Coastline"	"Geoffroy,Antoine  Max Gendron"	"https://open.spotify.com/track/2wqQ9T3MIxWQSWjFeNBhqc"	"2wqQ9T3MIxWQSWjFeNBhqc"	"spotify:track:2wqQ9T3MIxWQSWjFeNBhqc"
"Drive"	"Britta Phillips"	"10:40pm"	2017-03-10	"Drive (Single)"	" Ric Ocasek"	"https://open.spotify.com/track/0c4b5mPemzuWX4jScPr5vY"	"0c4b5mPemzuWX4jScPr5vY"	"spotify:track:0c4b5mPemzuWX4jScPr5vY"
"Little Bubble"	"Dirty Projectors"	"10:46pm"	2017-03-10	"Little Bubble (Single)"	" Teresa Eggers, David Longstreth"	"https://open.spotify.com/track/2cHyNo0T8OSx5fi3VxPMYh"	"2cHyNo0T8OSx5fi3VxPMYh"	"spotify:track:2cHyNo0T8OSx5fi3VxPMYh"
"Little One Runs"	"Thee Silver Mt. Zion Memorial Orchestra"	"10:49pm"	2017-03-10	"Fuck Off Get Free We Pour Light On Everything"	" Efrim Menuck, Thierry Amar, David Payant, Jessica Moss, Sophie Trudeau"	NA	NA	NA
"Tokyo London Us Korea"	"Here We Go Magic"	"10:52pm"	2017-03-10	"Tokyo London Us Korea (Single)"	" Luke Temple, Peter Hale, Michael Bloch"	"https://open.spotify.com/track/0E6qnIN6iw4mKL0uaTonqP"	"0E6qnIN6iw4mKL0uaTonqP"	"spotify:track:0E6qnIN6iw4mKL0uaTonqP"
"The Night"	"Will Driving West"	"10:57pm"	2017-03-10	"The Night (Single)"	" Daniel Ratte"	"https://open.spotify.com/track/2eXJEQobdhpGqDOpTBSq1o"	"2eXJEQobdhpGqDOpTBSq1o"	"spotify:track:2eXJEQobdhpGqDOpTBSq1o"
"Big Picture"	"London Grammar, Jon Hopkins"	"11:02pm"	2017-03-10	"Big Picture (Single)"	" Hannah Reid"	"https://open.spotify.com/track/5LT0mW0LPOF4dn0EGlMW3a"	"5LT0mW0LPOF4dn0EGlMW3a"	"spotify:track:5LT0mW0LPOF4dn0EGlMW3a"
"Boy Lilikoi"	"Jonsi"	"11:05pm"	2017-03-10	"Go"	" Jonsi Birgisson"	"https://open.spotify.com/track/1zHtZjdqb4YGJtkrF8adZ8"	"1zHtZjdqb4YGJtkrF8adZ8"	"spotify:track:1zHtZjdqb4YGJtkrF8adZ8"
"The Moon Lay Down"	"Plants And Animals"	"11:10pm"	2017-03-10	"Passed Out From The Waltzing (B-Sides)"	" Nicolas Basque, Warren Spicer, Matthew Woodley"	"https://open.spotify.com/track/4D5UdMv4dIBUbzM9CNzu0k"	"4D5UdMv4dIBUbzM9CNzu0k"	"spotify:track:4D5UdMv4dIBUbzM9CNzu0k"
"Unrest"	"Douse"	"11:13pm"	2017-03-10	"The Light In You Has Left"	" Alea Clark, Jeremiah Ackermann, Patrick Farrugia"	"https://open.spotify.com/track/2qNm7NJGxu8us2PdhBWS4Z"	"2qNm7NJGxu8us2PdhBWS4Z"	"spotify:track:2qNm7NJGxu8us2PdhBWS4Z"
"I See You"	"Caveman"	"11:19pm"	2017-03-10	"Caveman"	" Sam Hopkins, Matthew Iwanusa, Stefan Marolachakis, James Carbonetti, Jeff Berrall"	"https://open.spotify.com/track/5MvSO1JzpqCoolhtb2vECK"	"5MvSO1JzpqCoolhtb2vECK"	"spotify:track:5MvSO1JzpqCoolhtb2vECK"
"La Lune"	"Moodoid"	"11:21pm"	2017-03-10	"Moodoid: Le Monde Moo"	" Pablo Padovani"	"https://open.spotify.com/track/1v3JN60FhMcI6CzicTEDfD"	"1v3JN60FhMcI6CzicTEDfD"	"spotify:track:1v3JN60FhMcI6CzicTEDfD"
"Better Than Me"	"Blood Orange"	"11:28pm"	2017-03-10	"Better Than Me (Single)"	"Blood Orange"	"https://open.spotify.com/track/0S001mAQoYNpTyVRu8BmMp"	"0S001mAQoYNpTyVRu8BmMp"	"spotify:track:0S001mAQoYNpTyVRu8BmMp"
"Better & Better"	"Andrew Judah"	"11:31pm"	2017-03-10	"Monster"	" Andrew Judah"	"https://open.spotify.com/track/31NjKUV4gPRi2KdOcvesKc"	"31NjKUV4gPRi2KdOcvesKc"	"spotify:track:31NjKUV4gPRi2KdOcvesKc"
"Maria"	"Shook Fool, Peter Oundjian"	"11:36pm"	2017-03-10	"From The Ground"	" Peter Oundjian"	NA	NA	NA
"A Windful Of Screams"	"Thus Owls"	"11:40pm"	2017-03-10	"Turning Rocks"	" Erika Angell"	"https://open.spotify.com/track/4sO6oBQecDWppd7iO5wyTh"	"4sO6oBQecDWppd7iO5wyTh"	"spotify:track:4sO6oBQecDWppd7iO5wyTh"
"Sleeping Birds Like Lazers"	"Brendan Canning"	"11:45pm"	2017-03-10	"Home Wrecking Years"	" Brendan Canning"	NA	NA	NA
"Morning Dew"	"The National"	"11:48pm"	2017-03-10	"Morning Dew (Single)"	" Bonnie Dobson, Tim Rose"	"https://open.spotify.com/track/1kyaGbDsB3ZyjyDYRQaHSe"	"1kyaGbDsB3ZyjyDYRQaHSe"	"spotify:track:1kyaGbDsB3ZyjyDYRQaHSe"
"Lullaby"	"Georgian Bay"	"11:54pm"	2017-03-10	"Patience"	" Joelle Westman, Kelly Lefaive"	NA	NA	NA
"Intent"	"Julia Kent"	"11:57pm"	2017-03-10	"Characters"	" Julia Kent"	"https://open.spotify.com/track/6L1JHF3xbSNAk5FUyFTkdz"	"6L1JHF3xbSNAk5FUyFTkdz"	"spotify:track:6L1JHF3xbSNAk5FUyFTkdz"
"The Trolley Song"	"Betty Carter"	"10pm"	2017-03-11	"Jazz Singing 1"	" Hugh Martin, Ralph Blane"	"https://open.spotify.com/track/5Nxg5yXLWoq2SvrUkaHbwL"	"5Nxg5yXLWoq2SvrUkaHbwL"	"spotify:track:5Nxg5yXLWoq2SvrUkaHbwL"
"Smo-O-O-Oth One"	"Peter Appleyard"	"10:04pm"	2017-03-11	"Lost 1974 Sessions"	" Benny Goodman"	NA	NA	NA
"You Make Me Feel So Young"	"Michael Buble"	"10:09pm"	2017-03-11	"To Be Loved"	" Mack Gordon, Josef Myrow"	"https://open.spotify.com/track/1B8RSIxmwcjad7XUJjeCK2"	"1B8RSIxmwcjad7XUJjeCK2"	"spotify:track:1B8RSIxmwcjad7XUJjeCK2"
"Bouncing With Bud"	"Hank Mobley"	"10:12pm"	2017-03-11	"Hank Mobley: Messages"	" Bud Powell, Gilbert Fuller"	"https://open.spotify.com/track/1DoIiHQ96Qk97UgGaDvls1"	"1DoIiHQ96Qk97UgGaDvls1"	"spotify:track:1DoIiHQ96Qk97UgGaDvls1"
"Let's Roll"	"James Danderfer"	"10:20pm"	2017-03-11	"James Danderfer: The Hummingbird Brigade"	" James Danderfer"	"https://open.spotify.com/track/4rJqt5tqKn1IfQWwtd420e"	"4rJqt5tqKn1IfQWwtd420e"	"spotify:track:4rJqt5tqKn1IfQWwtd420e"
"Martha's Prize"	"Jamison Ross"	"10:24pm"	2017-03-11	"Jamison"	" Cedar Walton"	"https://open.spotify.com/track/1zUefgtlhoRj0AmlTxY3bG"	"1zUefgtlhoRj0AmlTxY3bG"	"spotify:track:1zUefgtlhoRj0AmlTxY3bG"
"Come Dance With Me"	"Diana Krall"	"10:28pm"	2017-03-11	"From This Moment On"	" Jimmy Van Heusen"	"https://open.spotify.com/track/0gzBvwhlq94seWBjW6aGAE"	"0gzBvwhlq94seWBjW6aGAE"	"spotify:track:0gzBvwhlq94seWBjW6aGAE"
"Makin' Whoopee"	"Ben Webster"	"10:32pm"	2017-03-11	"Soulville"	" Walter Donaldson, Gus Kahn"	"https://open.spotify.com/track/7s5hzptAh5E9lckgNOQvjH"	"7s5hzptAh5E9lckgNOQvjH"	"spotify:track:7s5hzptAh5E9lckgNOQvjH"
"Sour Girl (Stone Temple Pilots)"	"The Trio Of Oz"	"10:37pm"	2017-03-11	"The Trio Of Oz"	" Dean Deleo, Scott Weiland"	NA	NA	NA
"Girl From Ipanema"	"Oscar Peterson"	"10:43pm"	2017-03-11	"We Get Requests"	"Oscar Peterson Trio"	"https://open.spotify.com/track/45TQxXR1IoppA5NO2qN43r"	"45TQxXR1IoppA5NO2qN43r"	"spotify:track:45TQxXR1IoppA5NO2qN43r"
"A Nightingale Sang In Berkeley Square"	"Carol Welsman"	"10:47pm"	2017-03-11	"Carol Welsman: The Language Of Love"	" Manning Sherwin, Eric Maschwitz"	"https://open.spotify.com/track/4HeELbtMa1m703tgPRt13K"	"4HeELbtMa1m703tgPRt13K"	"spotify:track:4HeELbtMa1m703tgPRt13K"
"Hard Times Come Again No More"	"Reg Schwager, David Restivo"	"10:52pm"	2017-03-11	"Arctic Passage"	" Stephen Foster"	NA	NA	NA
"Living My Life"	"Deerhunter"	"11:03pm"	2017-03-11	"Living My Life (Single)"	" Bradford Cox, Josh Mckay, Moses Archuleta, Lockett Pundt"	"https://open.spotify.com/track/33yMYketIcAicQ9bEgryw1"	"33yMYketIcAicQ9bEgryw1"	"spotify:track:33yMYketIcAicQ9bEgryw1"
"Waters Of You"	"Inc No World"	"11:07pm"	2017-03-11	"Waters Of You (Single)"	"Aged. Andrew, Daniel Aged"	"https://open.spotify.com/track/07KhCvrtcu79QDqB5nLDL8"	"07KhCvrtcu79QDqB5nLDL8"	"spotify:track:07KhCvrtcu79QDqB5nLDL8"
"Wide Open"	"The Chemical Brothers, Beck"	"11:12pm"	2017-03-11	"Born In The Echoes"	" Tom Rowlands,Beck, Ed Simons"	"https://open.spotify.com/track/2U5rN7uL5771qyOwErJCY8"	"2U5rN7uL5771qyOwErJCY8"	"spotify:track:2U5rN7uL5771qyOwErJCY8"
"After All"	"Charlotte Day Wilson"	"11:18pm"	2017-03-11	"Cdw"	" Charlotte Day Wilson"	"https://open.spotify.com/track/430AnSE09cNCZ42bG27QyU"	"430AnSE09cNCZ42bG27QyU"	"spotify:track:430AnSE09cNCZ42bG27QyU"
"Plastic 100 Degrees Celsius"	"Sampha"	"11:23pm"	2017-03-11	"Plastic 100 Degrees Celsius (Single)"	"Sampha"	NA	NA	NA
"Tapes"	"The Weather Station"	"11:28pm"	2017-03-11	"Loyalty"	" Tamara Lindeman"	"https://open.spotify.com/track/6ez3Pfqu4GbR394CsytkxQ"	"6ez3Pfqu4GbR394CsytkxQ"	"spotify:track:6ez3Pfqu4GbR394CsytkxQ"
"3Ww"	"J Alt"	"11:33pm"	2017-03-11	"Crack-Up"	" Joe Newman, Thom Green, Gus Hamilton Unger"	"https://open.spotify.com/track/5wYLW17fs9JOolzR2W3AmM"	"5wYLW17fs9JOolzR2W3AmM"	"spotify:track:5wYLW17fs9JOolzR2W3AmM"
"Gold"	"Fiona Bevan"	"11:38pm"	2017-03-11	"Talk To Strangers"	" Fiona Bevan"	"https://open.spotify.com/track/6Whj2rt2h2aKIwEwSDY5Pl"	"6Whj2rt2h2aKIwEwSDY5Pl"	"spotify:track:6Whj2rt2h2aKIwEwSDY5Pl"
"Kerala"	"Bonobo"	"11:43pm"	2017-03-11	"Bonobo: Kerala"	"Bonobo"	"https://open.spotify.com/track/5DAjrJqXqYtgr67pVhmUeR"	"5DAjrJqXqYtgr67pVhmUeR"	"spotify:track:5DAjrJqXqYtgr67pVhmUeR"
"Silica"	"Artisan Loyalist"	"11:47pm"	2017-03-11	"Lonely Ghost"	"Artisan Loyalist"	"https://open.spotify.com/track/2alox8Op1LOjkQ8nqMHy5Z"	"2alox8Op1LOjkQ8nqMHy5Z"	"spotify:track:2alox8Op1LOjkQ8nqMHy5Z"
"Go On"	"Paper Beat Scissors"	"11:53pm"	2017-03-11	"Forward Music Group 2015 Sampler"	" Tim Crabtree, Michael Feuerstack"	"https://open.spotify.com/track/0cCuhzRHZQMgyIg2rLvtBM"	"0cCuhzRHZQMgyIg2rLvtBM"	"spotify:track:0cCuhzRHZQMgyIg2rLvtBM"
"Le Silence"	"Pierre Arthur Marie"	"11:56pm"	2017-03-11	"Marie-Pierre Arthur: Si L'aurore"	" Francois Lafontaine,Pierre  Marie Arthur,Gaele"	"https://open.spotify.com/track/4xqc3cl4JQww8P3IngmBGx"	"4xqc3cl4JQww8P3IngmBGx"	"spotify:track:4xqc3cl4JQww8P3IngmBGx"
"Can't Let Go, Juno"	"Kishi Bashi"	"10pm"	2017-03-13	"Sonderlust"	" Kishi Bashi"	"https://open.spotify.com/track/21BWdXsBx3CfHuuj36RWS5"	"21BWdXsBx3CfHuuj36RWS5"	"spotify:track:21BWdXsBx3CfHuuj36RWS5"
"May I Have This Dance"	"Francis And The Lights"	"10:04pm"	2017-03-13	"Farewell, Starlite!"	" Francis Farewell Starlight"	"https://open.spotify.com/track/0VaIsQoIQY10uxBrOyZ5cQ"	"0VaIsQoIQY10uxBrOyZ5cQ"	"spotify:track:0VaIsQoIQY10uxBrOyZ5cQ"
"Better Off Alone"	"Senior Citizen"	"10:07pm"	2017-03-13	"The Hawk"	"Senior Citizen"	"https://open.spotify.com/track/2Y2rwnNXz6uvNCabcLqY2S"	"2Y2rwnNXz6uvNCabcLqY2S"	"spotify:track:2Y2rwnNXz6uvNCabcLqY2S"
"Cities Of Glass"	"Efterklang,  The Happy Hopeless Orchestra"	"10:11pm"	2017-03-13	"Cities Of Glass"	" Mads Brauer, Rasmus Stolberg, Casper Clausen"	"https://open.spotify.com/track/0d7ksKAxjG7ykNqgDUcgCn"	"0d7ksKAxjG7ykNqgDUcgCn"	"spotify:track:0d7ksKAxjG7ykNqgDUcgCn"
"Desert Island Disk"	"Radiohead"	"10:17pm"	2017-03-13	"A Moon Shaped Pool"	" Jonny Greenwood, Colin Greenwood, Ed O'brien, Phil Selway, Thom Yorke"	"https://open.spotify.com/track/1kBGeOp1CDUHVdbK4ergqo"	"1kBGeOp1CDUHVdbK4ergqo"	"spotify:track:1kBGeOp1CDUHVdbK4ergqo"
"Walrus"	"D.D Dumbo"	"10:22pm"	2017-03-13	"Utopia Defeated"	" Oliver Hugh Perry"	"https://open.spotify.com/track/7lbkMraoYo4Lop0rSwdzCV"	"7lbkMraoYo4Lop0rSwdzCV"	"spotify:track:7lbkMraoYo4Lop0rSwdzCV"
"No Shade In The Shadow Of The Cross"	"Sufjan Stevens"	"10:25pm"	2017-03-13	"No Shade In The Shadow Of The Cross (Single)"	" Sufjan Stevens"	"https://open.spotify.com/track/5LQecKwQNqdf2uKdrJN04v"	"5LQecKwQNqdf2uKdrJN04v"	"spotify:track:5LQecKwQNqdf2uKdrJN04v"
"Work"	"Charlotte Day Wilson"	"10:29pm"	2017-03-13	"Cdw"	" Charlotte Day Wilson"	"https://open.spotify.com/track/42YrWn7KYjhJ2GfjTJ3HSY"	"42YrWn7KYjhJ2GfjTJ3HSY"	"spotify:track:42YrWn7KYjhJ2GfjTJ3HSY"
"Whistleblower"	"Dan Mangan"	"10:32pm"	2017-03-13	"Unmake Ep"	" Gordon Grdina, Dan Mangan"	"https://open.spotify.com/track/4avOmgNJPtV2oijHc3Ul0c"	"4avOmgNJPtV2oijHc3Ul0c"	"spotify:track:4avOmgNJPtV2oijHc3Ul0c"
"Pools"	"Harrison Brome"	"10:36pm"	2017-03-13	"Fill Your Brains"	" Harrison Brome"	"https://open.spotify.com/track/3lSqFvAT4c9Q1Yi31EfJ2G"	"3lSqFvAT4c9Q1Yi31EfJ2G"	"spotify:track:3lSqFvAT4c9Q1Yi31EfJ2G"
"Five Seasons"	"Hayden"	"10:39pm"	2017-03-13	"Hey Love"	"Hayden"	"https://open.spotify.com/track/1m1S8o6ePNNxvWdacyZkj8"	"1m1S8o6ePNNxvWdacyZkj8"	"spotify:track:1m1S8o6ePNNxvWdacyZkj8"
"Little One Runs"	"Thee Silver Mt. Zion Memorial Orchestra"	"10:42pm"	2017-03-13	"Fuck Off Get Free We Pour Light On Everything"	" Efrim Menuck, Thierry Amar, David Payant, Jessica Moss, Sophie Trudeau"	NA	NA	NA
"Bright Lights"	"Archive"	"10:44pm"	2017-03-13	"Bright Lights (Single)"	" Danny Griffiths, Darius Keeler"	"https://open.spotify.com/track/3IgEBvsRPG9YlK0VO2ABvO"	"3IgEBvsRPG9YlK0VO2ABvO"	"spotify:track:3IgEBvsRPG9YlK0VO2ABvO"
"Liftoff Canon"	"The Abramson Singers"	"10:48pm"	2017-03-13	"Late Riser"	" Leah Abramson"	"https://open.spotify.com/track/7nNyYHh78smtNKWtCaBQo0"	"7nNyYHh78smtNKWtCaBQo0"	"spotify:track:7nNyYHh78smtNKWtCaBQo0"
"Feel Like A Man"	"Snowblink"	"10:51pm"	2017-03-13	"Returning Current"	" Daniela Gesundheit, Dan Goldman"	"https://open.spotify.com/track/7Hzs9z76Z5KYMZtTbcJIuh"	"7Hzs9z76Z5KYMZtTbcJIuh"	"spotify:track:7Hzs9z76Z5KYMZtTbcJIuh"
"Messenger"	"Misc"	"10:56pm"	2017-03-13	"Misc"	" Kazu Makino, Amedeo Pace, Simone Pace"	"https://open.spotify.com/track/1rbLa7DaIXlrKXeOT3g61Y"	"1rbLa7DaIXlrKXeOT3g61Y"	"spotify:track:1rbLa7DaIXlrKXeOT3g61Y"
"Migrations"	"Tend&See"	"11:01pm"	2017-03-13	"Migrations"	" Faye Mallett, Melissa Bandura"	NA	NA	NA
"Trying Again At Everything"	"Rae Spoon"	"11:05pm"	2017-03-13	"Armour"	" Rae Spoon"	NA	NA	NA
"West"	"River Tiber, (Feat. Daniel Caesar)"	"11:08pm"	2017-03-13	"West (Single)"	"River Tiber"	"https://open.spotify.com/track/0goBYjbBQgiNtgvRpTFORV"	"0goBYjbBQgiNtgvRpTFORV"	"spotify:track:0goBYjbBQgiNtgvRpTFORV"
"Vanilla"	"Harrison, Ryan Hemsworth"	"11:12pm"	2017-03-13	"Checkpoint Titanium"	" Ryan Hemsworth,Harrison"	"https://open.spotify.com/track/11j5msuDt3spVlwSmH3axw"	"11j5msuDt3spVlwSmH3axw"	"spotify:track:11j5msuDt3spVlwSmH3axw"
"Man Under The Sea"	"Patrick Watson"	"11:14pm"	2017-03-13	"The 9Th Life Of Louis Drax, Soundtrack"	" Patrick Watson"	"https://open.spotify.com/track/5es0dCdmXxw3h3wGyRrGio"	"5es0dCdmXxw3h3wGyRrGio"	"spotify:track:5es0dCdmXxw3h3wGyRrGio"
"Knife In The Water"	"Memoryhouse"	"11:19pm"	2017-03-13	"Knife In The Water (Single)"	" Evan Abeele, Denise Nouvion"	"https://open.spotify.com/track/0Lb0FU4PK2ojVjkyVFcga3"	"0Lb0FU4PK2ojVjkyVFcga3"	"spotify:track:0Lb0FU4PK2ojVjkyVFcga3"
"The I-15"	"2Par"	"11:23pm"	2017-03-13	"The I-15 (Single)"	" Christopher Par"	NA	NA	NA
"Ornament"	"Crystal Castles"	"11:25pm"	2017-03-13	"Amnesty"	" Ethan Kath"	"https://open.spotify.com/track/5HCYrgtuisgZvNvgTvuyBQ"	"5HCYrgtuisgZvNvgTvuyBQ"	"spotify:track:5HCYrgtuisgZvNvgTvuyBQ"
"Tell Me A Bedtime Story"	"Robert Glasper Experiment"	"11:31pm"	2017-03-13	"Artscience"	" Herbie Hancock, Albert Crawford, Eve Cornelious"	"https://open.spotify.com/track/5hta2od3e6jW2U4eenUFFB"	"5hta2od3e6jW2U4eenUFFB"	"spotify:track:5hta2od3e6jW2U4eenUFFB"
"Sunday Love"	"Bat For Lashes"	"11:38pm"	2017-03-13	"The Bride"	" Natasha Khan"	"https://open.spotify.com/track/4hwTiqTNpXprf5oOPICwuh"	"4hwTiqTNpXprf5oOPICwuh"	"spotify:track:4hwTiqTNpXprf5oOPICwuh"
"Echo"	"Pom"	"11:42pm"	2017-03-13	"Pom Ep"	" Robin Dann, Ben Gunning"	NA	NA	NA
"I'm Kin"	"Colleen"	"11:46pm"	2017-03-13	"Captain Of None"	"Colleen"	"https://open.spotify.com/track/0jbwIc9VRvkyMNgyvXaoi5"	"0jbwIc9VRvkyMNgyvXaoi5"	"spotify:track:0jbwIc9VRvkyMNgyvXaoi5"
"Let It Carry You"	"Jose Gonzalez"	"11:51pm"	2017-03-13	"Vestiges & Claws"	" Jose Gonzalez"	"https://open.spotify.com/track/5w7yQSZW3YS32abOWzPX9t"	"5w7yQSZW3YS32abOWzPX9t"	"spotify:track:5w7yQSZW3YS32abOWzPX9t"
