"Title"	"Artist"	"Time"	"Date"	"Album"	"Composers"	"url"	"spotify_id"	"spotify_uri"
"Glass Houses/Glass Houses N5"	"Taktus"	"11:57pm"	2017-03-13	"Southam: Glass Houses For Marimba"	" Ann Southam"	NA	NA	NA
"22 (Over Soon)"	"Bon Iver"	"10:05pm"	2017-03-14	" 22, A Million"	" Justin Vernon"	"https://open.spotify.com/track/5oK98mpTJSU0iqLHN1hZ3y"	"5oK98mpTJSU0iqLHN1hZ3y"	"spotify:track:5oK98mpTJSU0iqLHN1hZ3y"
"In The Sun"	"Andrew Judah"	"10:08pm"	2017-03-14	"Monster"	" Andrew Judah"	"https://open.spotify.com/track/2uATKzrl3Vl8Iml4OvBVfI"	"2uATKzrl3Vl8Iml4OvBVfI"	"spotify:track:2uATKzrl3Vl8Iml4OvBVfI"
"Trophies"	"Gentle Party"	"10:14pm"	2017-03-14	"Jouska"	" Shanto Acharia,Jessicka"	"https://open.spotify.com/track/4MkUg2BWr1PIlXa6PLWu3R"	"4MkUg2BWr1PIlXa6PLWu3R"	"spotify:track:4MkUg2BWr1PIlXa6PLWu3R"
"Stewardess"	"Isaac Vallentin"	"10:17pm"	2017-03-14	"Hedera"	" Isaac Vallentin"	"https://open.spotify.com/track/6Pq5e6ov9dMHu4CR5JyZAY"	"6Pq5e6ov9dMHu4CR5JyZAY"	"spotify:track:6Pq5e6ov9dMHu4CR5JyZAY"
"How Far"	"Tei Shi"	"10:22pm"	2017-03-14	"How Far (Single)"	"Tei Shi"	"https://open.spotify.com/track/2zTzwai0kowjzmMC3wBALU"	"2zTzwai0kowjzmMC3wBALU"	"spotify:track:2zTzwai0kowjzmMC3wBALU"
"Carefully Try"	"The Polyphonic Spree, Little People"	"10:26pm"	2017-03-14	"Carefully Try (Single)"	" Tim Delaughter"	NA	NA	NA
"Too Long"	"Tennyson"	"10:31pm"	2017-03-14	"Like What Ep"	" Luke Tennyson"	"https://open.spotify.com/track/6d7h3JsSOflCxjZp0iqPAs"	"6d7h3JsSOflCxjZp0iqPAs"	"spotify:track:6d7h3JsSOflCxjZp0iqPAs"
"Baby Moses"	"Jordan Klassen"	"10:35pm"	2017-03-14	"Javelin"	" Jordan Klassen"	"https://open.spotify.com/track/1zdf0UoMJ7xBWVRxyFNEdv"	"1zdf0UoMJ7xBWVRxyFNEdv"	"spotify:track:1zdf0UoMJ7xBWVRxyFNEdv"
"Your Heart"	"Liima"	"10:39pm"	2017-03-14	"Your Heart (Single)"	" Mads Brauer, Tatu Ronkko, Rasmus Stolberg, Casper Clausen"	"https://open.spotify.com/track/7vlTYFQzjrcK469M84zJHT"	"7vlTYFQzjrcK469M84zJHT"	"spotify:track:7vlTYFQzjrcK469M84zJHT"
"Lime Habit"	"Polica"	"10:43pm"	2017-03-14	"Lime Habit (Single)"	" Ryan Olson, Channy Leaneagh"	"https://open.spotify.com/track/2ZTAfWtinJIr7p9BXPnXKq"	"2ZTAfWtinJIr7p9BXPnXKq"	"spotify:track:2ZTAfWtinJIr7p9BXPnXKq"
"We Stared At The World"	"Find The Others"	"10:48pm"	2017-03-14	"Empire Of Time"	" Andy Sheppard"	"https://open.spotify.com/track/4chOVCOfxhGm0LDu9Q2Tze"	"4chOVCOfxhGm0LDu9Q2Tze"	"spotify:track:4chOVCOfxhGm0LDu9Q2Tze"
"Go On"	"Del Bel"	"10:51pm"	2017-03-14	"Iii"	" Tyler Belluz, Lisa Conway"	"https://open.spotify.com/track/5KWHVMDPyqqkjuWf7hhF8s"	"5KWHVMDPyqqkjuWf7hhF8s"	"spotify:track:5KWHVMDPyqqkjuWf7hhF8s"
"Song For Zula"	"Phosphorescent"	"10:55pm"	2017-03-14	"Muchacho"	"Phosphorescent"	"https://open.spotify.com/track/3zr2s3o2Ye1j6t0ZMdoUYi"	"3zr2s3o2Ye1j6t0ZMdoUYi"	"spotify:track:3zr2s3o2Ye1j6t0ZMdoUYi"
"Surrender"	"Briana Marela"	"11:01pm"	2017-03-14	"Surrender (Single)"	" Briana Marela"	"https://open.spotify.com/track/4xdH8RKlMivr1bwdOSYX7F"	"4xdH8RKlMivr1bwdOSYX7F"	"spotify:track:4xdH8RKlMivr1bwdOSYX7F"
"Holy"	"Ryan Hemsworth, Ryan Playground, Swim Good Now"	"11:05pm"	2017-03-14	"Holy (Single)"	" Ryan Hemsworth,Swim Good Now,Ryan Playground"	"https://open.spotify.com/track/6gNYWPkvac43vBbxIHHTPZ"	"6gNYWPkvac43vBbxIHHTPZ"	"spotify:track:6gNYWPkvac43vBbxIHHTPZ"
"This War Is More Than Us"	"Casey Mecija"	"11:09pm"	2017-03-14	"Psychic Materials"	" Casey Mecija"	"https://open.spotify.com/track/5R5nTcZVBhBkkM36L888Ro"	"5R5nTcZVBhBkkM36L888Ro"	"spotify:track:5R5nTcZVBhBkkM36L888Ro"
"Christine"	"Christine And The Queens"	"11:13pm"	2017-03-14	"Christine And The Queens: Chaleur Humaine"	"Christine And The Queens"	"https://open.spotify.com/track/1t7MoY90VyXQDhAGQqYbnJ"	"1t7MoY90VyXQDhAGQqYbnJ"	"spotify:track:1t7MoY90VyXQDhAGQqYbnJ"
"The Love You're Given (Radio Edit)"	"Jack Garratt"	"11:17pm"	2017-03-14	"Phase"	" Lisa Fisher, Jack Garratt, Tom Hammer"	NA	NA	NA
"Guess Again!"	"Thom Yorke"	"11:21pm"	2017-03-14	"Tomorrow's Modern Boxes"	" Thom Yorke"	NA	NA	NA
"Believe With Your Eyes"	"Skim Milk"	"11:26pm"	2017-03-14	"Ghosts Of Jazz"	"Skim Milk"	NA	NA	NA
"Velvet Gloves & Spit"	"Timber Timbre"	"11:31pm"	2017-03-14	"Sincerely, Future Pollution"	" Simon Trottier, Taylor Kirk"	"https://open.spotify.com/track/44qMp7rcasrCmT2pBC1b0Z"	"44qMp7rcasrCmT2pBC1b0Z"	"spotify:track:44qMp7rcasrCmT2pBC1b0Z"
"Paradise"	"Emily Millard"	"11:35pm"	2017-03-14	"Paradise (Single)"	" Emily Millard"	"https://open.spotify.com/track/1fmZgMQTxDn12wQkTomRlh"	"1fmZgMQTxDn12wQkTomRlh"	"spotify:track:1fmZgMQTxDn12wQkTomRlh"
"Faraway Car Ride"	"Twin Within"	"11:40pm"	2017-03-14	"Horizontal Lines"	" Alex Samaras, Steve Mckay"	"https://open.spotify.com/track/0kt4JTkBNPZkQm2biMyIaE"	"0kt4JTkBNPZkQm2biMyIaE"	"spotify:track:0kt4JTkBNPZkQm2biMyIaE"
"The Glow"	"Sarah Neufeld"	"11:45pm"	2017-03-14	"The Ridge"	" Sarah Neufeld"	"https://open.spotify.com/track/7a1ow5BLdDQfqUyseY26al"	"7a1ow5BLdDQfqUyseY26al"	"spotify:track:7a1ow5BLdDQfqUyseY26al"
"Cathedral City"	"Victoire, Missy Mazzoli"	"11:50pm"	2017-03-14	"Cathedral City"	" Missy Mazzoli"	NA	NA	NA
"Da (Fear Na Farraige)"	"Aidan Warnock"	"11:55pm"	2017-03-14	"Fothracha"	" Aidan Warnock"	"https://open.spotify.com/track/1iF5XfRJpQ6FHB4gdWYJ4H"	"1iF5XfRJpQ6FHB4gdWYJ4H"	"spotify:track:1iF5XfRJpQ6FHB4gdWYJ4H"
"The Redeemer"	"Little Comets"	"10:04pm"	2017-03-15	"The Redeemer (Single)"	"Little Comets"	"https://open.spotify.com/track/3zKQF8XWDeneIxWVRWCOit"	"3zKQF8XWDeneIxWVRWCOit"	"spotify:track:3zKQF8XWDeneIxWVRWCOit"
"Ritual Spirit"	"Massive Attack"	"10:07pm"	2017-03-15	"Ritual Spirit E.P."	" Robert Del Naja,Azekel, Euan Dickinson"	"https://open.spotify.com/track/2bdqg8MhsCw9yy4DBFxSjd"	"2bdqg8MhsCw9yy4DBFxSjd"	"spotify:track:2bdqg8MhsCw9yy4DBFxSjd"
"3Ww"	"J Alt"	"10:12pm"	2017-03-15	"Crack-Up"	" Joe Newman, Thom Green, Gus Hamilton Unger"	"https://open.spotify.com/track/5wYLW17fs9JOolzR2W3AmM"	"5wYLW17fs9JOolzR2W3AmM"	"spotify:track:5wYLW17fs9JOolzR2W3AmM"
"Somersault"	"Royal Canoe"	"10:17pm"	2017-03-15	"Something Got Lost Between Here And The Orbit"	" Derek Allard, Brendan Berg, David Driedger, Matthew Schellenberg, Matthew Peters, Michael Jordan"	"https://open.spotify.com/track/2sTz7aAkwLdca4Lf8iCOSE"	"2sTz7aAkwLdca4Lf8iCOSE"	"spotify:track:2sTz7aAkwLdca4Lf8iCOSE"
"Soothing"	"Laura Marling"	"10:21pm"	2017-03-15	"Semper Femina"	" Laura Marling"	"https://open.spotify.com/track/2KKBONcn6UBAH3paFgPkfZ"	"2KKBONcn6UBAH3paFgPkfZ"	"spotify:track:2KKBONcn6UBAH3paFgPkfZ"
"Petals"	"Bibio"	"10:25pm"	2017-03-15	"Petals (Single)"	"Bibio"	"https://open.spotify.com/track/1TVd8FHpeg1Afa92kaO0kR"	"1TVd8FHpeg1Afa92kaO0kR"	"spotify:track:1TVd8FHpeg1Afa92kaO0kR"
"Lavender Scars (Moglii Remix)"	"Phebe Starr"	"10:29pm"	2017-03-15	"Lavender Scars (Moglii Remix)(Single)"	"Moglii, Phebe Starr"	"https://open.spotify.com/track/5opuOphZbZEHedc0Wh3bYw"	"5opuOphZbZEHedc0Wh3bYw"	"spotify:track:5opuOphZbZEHedc0Wh3bYw"
"Who Came First"	"Andy Kim"	"10:33pm"	2017-03-15	"It's Decided"	" Dave Hamelin, Ohad Benchetrit, Andy Kim, Kevin Drew"	"https://open.spotify.com/track/3xN0tEQoiHLErc88bBL9nt"	"3xN0tEQoiHLErc88bBL9nt"	"spotify:track:3xN0tEQoiHLErc88bBL9nt"
"Plastic 100 Degrees Celsius"	"Sampha"	"10:39pm"	2017-03-15	"Plastic 100 Degrees Celsius (Single)"	"Sampha"	NA	NA	NA
"The Arp"	"Aidan Knight"	"10:45pm"	2017-03-15	"The Arp (Radio Edit) (Single)"	" Aidan Knight"	"https://open.spotify.com/track/2L1tsvcCxeTwhe23Afj86L"	"2L1tsvcCxeTwhe23Afj86L"	"spotify:track:2L1tsvcCxeTwhe23Afj86L"
"Arrow"	"Folly And The Hunter"	"10:49pm"	2017-03-15	"Awake"	" Christopher Fox, Nick Vallee, Phil Creamer, Laurie Torres"	"https://open.spotify.com/track/7qj1YJk0niiDxPCWbJe4V6"	"7qj1YJk0niiDxPCWbJe4V6"	"spotify:track:7qj1YJk0niiDxPCWbJe4V6"
"Lawless"	"Paper Beat Scissors"	"10:52pm"	2017-03-15	"Go On"	" Tim Crabtree"	"https://open.spotify.com/track/5XQEZzo1lilC3Ldl1YFMFd"	"5XQEZzo1lilC3Ldl1YFMFd"	"spotify:track:5XQEZzo1lilC3Ldl1YFMFd"
"So There"	"Ben Folds"	"10:58pm"	2017-03-15	"So There"	" Ben Folds"	"https://open.spotify.com/track/2knYRmkdB8E4STm5vNPYAj"	"2knYRmkdB8E4STm5vNPYAj"	"spotify:track:2knYRmkdB8E4STm5vNPYAj"
"Stoke The Fire"	"Darkstar"	"11:02pm"	2017-03-15	"Foam Island"	" Aiden Whalley, James Young"	"https://open.spotify.com/track/0az2SLXDgFwVkylE3avYCo"	"0az2SLXDgFwVkylE3avYCo"	"spotify:track:0az2SLXDgFwVkylE3avYCo"
"Follow Your Stupid Heart"	"Blocktreat"	"11:07pm"	2017-03-15	"Follow Your Stupid Heart (Single)"	"Blocktreat"	NA	NA	NA
"He's A Baron"	"Finalboss"	"11:12pm"	2017-03-15	"He's A Baron (Single)"	" Ben Gunning, Christine Bougie, Joel Stouffer"	NA	NA	NA
"Blue Moon"	"Beck"	"11:16pm"	2017-03-15	"Morning Phase"	"Beck"	"https://open.spotify.com/track/4gNErDjikE9QUQvkkqoB1S"	"4gNErDjikE9QUQvkkqoB1S"	"spotify:track:4gNErDjikE9QUQvkkqoB1S"
"Pigeons"	"Maps & Atlases"	"11:20pm"	2017-03-15	"Pigeons (Single)"	" Dave Davison"	NA	NA	NA
"Stay For Real"	"Young Galaxy"	"11:24pm"	2017-03-15	"Stay For Real (Single)"	" Catherine Mccandless, Andrea Silver, Matthew Shapiro, Stephen Ramsay"	"https://open.spotify.com/track/6r8CVD1crRoxQTAgSr6p5T"	"6r8CVD1crRoxQTAgSr6p5T"	"spotify:track:6r8CVD1crRoxQTAgSr6p5T"
"The Wilhelm Scream"	"James Blake"	"11:27pm"	2017-03-15	"James Blake"	" James Blake"	"https://open.spotify.com/track/688DZF6e1MH5Uf409dwaHm"	"688DZF6e1MH5Uf409dwaHm"	"spotify:track:688DZF6e1MH5Uf409dwaHm"
"Slow Show"	"Coeur De Pirate"	"11:32pm"	2017-03-15	"Trauma"	" Aaron Dessner, Bryce Dessner, Matt Berninger, Bryan Devendorf, Scott Devendorf"	"https://open.spotify.com/track/6mLPF3TBqzHJQECpjXHLEm"	"6mLPF3TBqzHJQECpjXHLEm"	"spotify:track:6mLPF3TBqzHJQECpjXHLEm"
"Les Chemins De L'ombre"	"Salome Leclerc"	"11:37pm"	2017-03-15	"Salome Leclerc: 27 Fois L'aurore"	" Salome Leclerc"	"https://open.spotify.com/track/4mksfiyKv76SplYqzcxX0G"	"4mksfiyKv76SplYqzcxX0G"	"spotify:track:4mksfiyKv76SplYqzcxX0G"
"My Hero"	"Sway Ii Clarke"	"11:40pm"	2017-03-15	"My Hero (Single)"	" Sway Ii Clarke"	"https://open.spotify.com/track/5i2jU9jBtz5ZoWhWINcgao"	"5i2jU9jBtz5ZoWhWINcgao"	"spotify:track:5i2jU9jBtz5ZoWhWINcgao"
"Vol Plane"	"Jean Cormier Louis"	"11:43pm"	2017-03-15	"Louis-Jean Cormier: Les Grandes Arteres"	"Jean  Louis Cormier"	"https://open.spotify.com/track/16ehhtClsYm2wutZV5oZFk"	"16ehhtClsYm2wutZV5oZFk"	"spotify:track:16ehhtClsYm2wutZV5oZFk"
"Connect The Lines"	"Evening Hymns"	"11:49pm"	2017-03-15	"Quiet Energies"	" Jonas Bonnetta"	"https://open.spotify.com/track/17FIpS2BT8Pgu2O09Egb2q"	"17FIpS2BT8Pgu2O09Egb2q"	"spotify:track:17FIpS2BT8Pgu2O09Egb2q"
"Twice"	"Rich Brown"	"11:53pm"	2017-03-15	"Between Heaviness & Here"	"Little Dragon"	NA	NA	NA
"Fire In My Soul"	"Walk Off The Earth"	"12:30am"	2017-03-15	"Fire In My Soul (Single)"	" Ryan Marshall, Mike Wise, Thomas Salter, Giancarlo Nicassio, Sarah Blackwood"	"https://open.spotify.com/track/0dKDwt7DP0uH4XyGaVMtVP"	"0dKDwt7DP0uH4XyGaVMtVP"	"spotify:track:0dKDwt7DP0uH4XyGaVMtVP"
"Decks Dark"	"Radiohead"	"10pm"	2017-03-16	"A Moon Shaped Pool"	" Jonny Greenwood, Colin Greenwood, Ed O'brien, Phil Selway, Thom Yorke"	"https://open.spotify.com/track/5rIhBK9aaVMck0W2YtOwci"	"5rIhBK9aaVMck0W2YtOwci"	"spotify:track:5rIhBK9aaVMck0W2YtOwci"
"The Fog"	"Overcoats"	"10:05pm"	2017-03-16	"The Fog (Single)"	" Jj Mitchell, Hana Elion"	"https://open.spotify.com/track/3OfhO4lkR0qUAIH1J9Cd0d"	"3OfhO4lkR0qUAIH1J9Cd0d"	"spotify:track:3OfhO4lkR0qUAIH1J9Cd0d"
"Another Way"	"Matthew And The Atlas"	"10:08pm"	2017-03-16	"Other Rivers"	" Matthew Hegarty"	"https://open.spotify.com/track/5H7u9uPErDSVupXbiJORU1"	"5H7u9uPErDSVupXbiJORU1"	"spotify:track:5H7u9uPErDSVupXbiJORU1"
"Oracle"	"Haelos"	"10:12pm"	2017-03-16	"Oracle (Single)"	" Arthur Delaney, Lotti Bernardout, Dom Goldsmith"	"https://open.spotify.com/track/4bbC7eAXCOKk0q63CpWfJJ"	"4bbC7eAXCOKk0q63CpWfJJ"	"spotify:track:4bbC7eAXCOKk0q63CpWfJJ"
"Gibraltar"	"Beirut"	"10:17pm"	2017-03-16	"No No No"	" Zach Condon"	"https://open.spotify.com/track/5WUxLqUKQdEZ5oW3uZiSni"	"5WUxLqUKQdEZ5oW3uZiSni"	"spotify:track:5WUxLqUKQdEZ5oW3uZiSni"
"Home Forever"	"Ajungi"	"10:22pm"	2017-03-16	"Home Forever"	"Thor"	NA	NA	NA
"Punk Shadows"	"Blood And Glass"	"10:25pm"	2017-03-16	"Punk Shadows"	" Lisa Moore Iwanycki"	"https://open.spotify.com/track/3puQbHEAnB9xNAvvSXCnYb"	"3puQbHEAnB9xNAvvSXCnYb"	"spotify:track:3puQbHEAnB9xNAvvSXCnYb"
"The Moon Lay Down"	"Plants And Animals"	"10:30pm"	2017-03-16	"Passed Out From The Waltzing (B-Sides)"	" Nicolas Basque, Warren Spicer, Matthew Woodley"	"https://open.spotify.com/track/4D5UdMv4dIBUbzM9CNzu0k"	"4D5UdMv4dIBUbzM9CNzu0k"	"spotify:track:4D5UdMv4dIBUbzM9CNzu0k"
"1999"	"Active Child"	"10:34pm"	2017-03-16	"Mercy"	"Active Child"	"https://open.spotify.com/track/6eTgqK8g4QZ3nnQtxbUqBa"	"6eTgqK8g4QZ3nnQtxbUqBa"	"spotify:track:6eTgqK8g4QZ3nnQtxbUqBa"
"Up In Hudson"	"Dirty Projectors"	"10:39pm"	2017-03-16	"Up In Hudson (Single)"	"Mccoll Ewan, David Ginyard, Tyondai Braxton, David Longstreth"	"https://open.spotify.com/track/0A4yKvRLnSxGcEFhAHjdwW"	"0A4yKvRLnSxGcEFhAHjdwW"	"spotify:track:0A4yKvRLnSxGcEFhAHjdwW"
"When The City Fell"	"Selina Martin"	"10:46pm"	2017-03-16	"...Caruso's Brain..."	" Selina Martin"	"https://open.spotify.com/track/026RbvEDu3lqHRFqCvDLY7"	"026RbvEDu3lqHRFqCvDLY7"	"spotify:track:026RbvEDu3lqHRFqCvDLY7"
"Heavy Steps"	"Wilsen"	"10:50pm"	2017-03-16	"I Go Missing In My Sleep"	"Wilsen"	"https://open.spotify.com/track/7pXOE7XAmWiGUrXne1PeCE"	"7pXOE7XAmWiGUrXne1PeCE"	"spotify:track:7pXOE7XAmWiGUrXne1PeCE"
"Modern Mind"	"Bry Webb"	"10:53pm"	2017-03-16	"Modern Mind (Single)"	" Bry Webb"	NA	NA	NA
"Don't Wanna Be European"	"Bernice"	"10:59pm"	2017-03-16	"Don't Wanna Be European (Single)"	" Robin Dann"	"https://open.spotify.com/track/6ENdi2IFZBctHkOBpjUnhy"	"6ENdi2IFZBctHkOBpjUnhy"	"spotify:track:6ENdi2IFZBctHkOBpjUnhy"
"Fortress"	"Mune"	"11:03pm"	2017-03-16	"Falling Through"	" Eytan Tobin, Stephen Cooper, Brandon Johns, Greg O'toole, Felix Mills, Amanda Barroso"	"https://open.spotify.com/track/3zrVY73ydQ9tDmP8A5zpnU"	"3zrVY73ydQ9tDmP8A5zpnU"	"spotify:track:3zrVY73ydQ9tDmP8A5zpnU"
"Corners"	"Dan Misha Goldman"	"11:07pm"	2017-03-16	"Champion Of The Afterworld"	" Dan Misha Goldman"	"https://open.spotify.com/track/7g6G2TQap4eFp1gkk69v2O"	"7g6G2TQap4eFp1gkk69v2O"	"spotify:track:7g6G2TQap4eFp1gkk69v2O"
"The Wheel"	"Sohn"	"11:10pm"	2017-03-16	"Tremors"	"Sohn"	"https://open.spotify.com/track/5dJCYzLWPrhlPLhcsrkaBi"	"5dJCYzLWPrhlPLhcsrkaBi"	"spotify:track:5dJCYzLWPrhlPLhcsrkaBi"
"100 000 000"	"Francois & The Atlas Mountains"	"11:15pm"	2017-03-16	"Francois & The Atlas Mountain: Solide Mirage"	"Francois & The Atlas Mountains"	"https://open.spotify.com/track/2x2vhGPo8AYMymINqYin5H"	"2x2vhGPo8AYMymINqYin5H"	"spotify:track:2x2vhGPo8AYMymINqYin5H"
"Stitches"	"Califone"	"11:21pm"	2017-03-16	"Stitches"	" Tim Rutili, Ben Massarella, Jim Becker, Joe Adamik"	"https://open.spotify.com/track/09cmWRtBzCFpil5dZ6QA1K"	"09cmWRtBzCFpil5dZ6QA1K"	"spotify:track:09cmWRtBzCFpil5dZ6QA1K"
"You See All My Light"	"Jacques Greene"	"11:26pm"	2017-03-16	"Jacques Greene: Feel Infinite"	" Jacques Greene"	"https://open.spotify.com/track/0RB1t52NiiSM6AsHcn32SA"	"0RB1t52NiiSM6AsHcn32SA"	"spotify:track:0RB1t52NiiSM6AsHcn32SA"
"White Light"	"You'll Never Get To Heaven"	"11:29pm"	2017-03-16	"Images"	" Chuck Blazevic, Alice Hansen"	"https://open.spotify.com/track/3QcevX9tGV4rCG5vb4ZvaH"	"3QcevX9tGV4rCG5vb4ZvaH"	"spotify:track:3QcevX9tGV4rCG5vb4ZvaH"
"Bind & Loose"	"Boreal Sons"	"11:34pm"	2017-03-16	"You & Everyone"	" Evan Acheson, Zach Schultz, Reagan Mclean"	"https://open.spotify.com/track/4InGlwXo00WCdKi8vCWOkz"	"4InGlwXo00WCdKi8vCWOkz"	"spotify:track:4InGlwXo00WCdKi8vCWOkz"
"Strings"	"A C Newman"	"11:40pm"	2017-03-16	"Ac Newman: Shut Down The Streets"	" A C Newman"	NA	NA	NA
"As Long As We Try A Little"	"Thus Owls"	"11:46pm"	2017-03-16	"Turning Rocks"	" Simon Angell, Erika Angell"	"https://open.spotify.com/track/0G4e83j3KCB2IYstXYeY9S"	"0G4e83j3KCB2IYstXYeY9S"	"spotify:track:0G4e83j3KCB2IYstXYeY9S"
"Mon Amour Est Un Loup"	"Yann Perreau"	"11:50pm"	2017-03-16	"Yann Perreau: Le Fantastique Des Astres"	"Tante Blanche, Yann Perreau"	"https://open.spotify.com/track/5p1Mwov606QNMMC965AlTr"	"5p1Mwov606QNMMC965AlTr"	"spotify:track:5p1Mwov606QNMMC965AlTr"
"Transportation"	"Julia Kent"	"11:54pm"	2017-03-16	"Characters"	" Julia Kent"	"https://open.spotify.com/track/1TF6AzP4KoTfDEhRD0hk1t"	"1TF6AzP4KoTfDEhRD0hk1t"	"spotify:track:1TF6AzP4KoTfDEhRD0hk1t"
"Say Yeah"	"Kishi Bashi"	"10pm"	2017-03-17	"Say Yeah (Single)"	" Kishi Bashi"	"https://open.spotify.com/track/4mt3KIwdthBHi1436xs3Gt"	"4mt3KIwdthBHi1436xs3Gt"	"spotify:track:4mt3KIwdthBHi1436xs3Gt"
"Magic Summertime"	"Benji Hughes"	"10:05pm"	2017-03-17	"Magic Summertime (Single)"	" Eleni Mandell"	"https://open.spotify.com/track/0CJpoKYIgPFPSRizfrSzLu"	"0CJpoKYIgPFPSRizfrSzLu"	"spotify:track:0CJpoKYIgPFPSRizfrSzLu"
"Hearts"	"Patrick Watson"	"10:08pm"	2017-03-17	"Love Songs For Robots"	" Patrick Watson, Mishka Stein, Robbie Kuster, Joe Grass"	"https://open.spotify.com/track/1Vsf1l3lZQrM4HzVL6Cu1t"	"1Vsf1l3lZQrM4HzVL6Cu1t"	"spotify:track:1Vsf1l3lZQrM4HzVL6Cu1t"
"Let Me Fall"	"Laura Mvula"	"10:14pm"	2017-03-17	"The Dreaming Room"	"Steve Brown"	"https://open.spotify.com/track/6hQFSjT1VN7KBQGicLm2j9"	"6hQFSjT1VN7KBQGicLm2j9"	"spotify:track:6hQFSjT1VN7KBQGicLm2j9"
"No Peace"	"Syd Arthur"	"10:18pm"	2017-03-17	"No Peace (Single)"	" Raven Bush, Josh Magill, Liam Magill, Joel Magill"	"https://open.spotify.com/track/06By57xHZsbvUQxkFxrwor"	"06By57xHZsbvUQxkFxrwor"	"spotify:track:06By57xHZsbvUQxkFxrwor"
"Small & Perfect"	"Isis Giraldo"	"10:24pm"	2017-03-17	"Small & Perfect (Single)"	" Isis Giraldo"	NA	NA	NA
"Florence"	"Loyle Carner, Kwes"	"10:26pm"	2017-03-17	"Florence (Single)"	" Loyle Carner,Kwes"	"https://open.spotify.com/track/0OuHKLe16OleeiVenZCy6C"	"0OuHKLe16OleeiVenZCy6C"	"spotify:track:0OuHKLe16OleeiVenZCy6C"
"Plastic 100 Degrees Celsius"	"Sampha"	"10:30pm"	2017-03-17	"Plastic 100 Degrees Celsius (Single)"	"Sampha"	NA	NA	NA
"The Blanket Of Night"	"Elbow"	"10:35pm"	2017-03-17	"The Take Off And Landing Of Everything"	" Guy Garvey, Richard Jupp, Mark Potter, Pete Turner, Craig Potter"	"https://open.spotify.com/track/0egMEoElOixJGQSz8j2iHJ"	"0egMEoElOixJGQSz8j2iHJ"	"spotify:track:0egMEoElOixJGQSz8j2iHJ"
"Nightfall Pale Blue"	"Kid Koala, Emiliana Torrini"	"10:40pm"	2017-03-17	"Music To Draw To: Satellite"	"Kid Koala"	"https://open.spotify.com/track/5Gg6Fw9nuPZF84y3mUGaqI"	"5Gg6Fw9nuPZF84y3mUGaqI"	"spotify:track:5Gg6Fw9nuPZF84y3mUGaqI"
"Stretch Your Eyes"	"Agnes Obel"	"10:43pm"	2017-03-17	"Stretch Your Eyes (Single)"	" Agnes Obel"	"https://open.spotify.com/track/2x8YcFGGRh4z2OnV5QzKs9"	"2x8YcFGGRh4z2OnV5QzKs9"	"spotify:track:2x8YcFGGRh4z2OnV5QzKs9"
"Soaked In Gold"	"Geoffroy"	"10:48pm"	2017-03-17	"Soaked In Gold Ep"	"Geoffroy"	"https://open.spotify.com/track/5mbFoZUp6fbkxPZ8hNqJgO"	"5mbFoZUp6fbkxPZ8hNqJgO"	"spotify:track:5mbFoZUp6fbkxPZ8hNqJgO"
"They Follow Me"	"The Notwist"	"10:51pm"	2017-03-17	"Close To The Glass"	" Markus Acher, Martin Gretschmann, Micha Acher"	"https://open.spotify.com/track/1FwqnEaWHkLoapB9pYKdex"	"1FwqnEaWHkLoapB9pYKdex"	"spotify:track:1FwqnEaWHkLoapB9pYKdex"
"Amanda"	"Reptar"	"10:58pm"	2017-03-17	"Lurid Glow"	" William Kennedy, Graham Ulicny, Andrew Mcfarland, Ryan Engelberger"	"https://open.spotify.com/track/0wQtifw4Z00s9qwecKNKIy"	"0wQtifw4Z00s9qwecKNKIy"	"spotify:track:0wQtifw4Z00s9qwecKNKIy"
"Taste"	"Braids"	"11:02pm"	2017-03-17	"Deep In The Iris"	" Raphaelle Preston Standell, Taylor Smith, Austin Tufts"	"https://open.spotify.com/track/2refGWqZtxri1uGeYvdQjM"	"2refGWqZtxri1uGeYvdQjM"	"spotify:track:2refGWqZtxri1uGeYvdQjM"
"Push Pull"	"Purity Ring"	"11:08pm"	2017-03-17	"Another Eternity"	" Corin Roddick, Megan James"	"https://open.spotify.com/track/5UPMwrezCWHM5mUsz1wR7J"	"5UPMwrezCWHM5mUsz1wR7J"	"spotify:track:5UPMwrezCWHM5mUsz1wR7J"
"It's Alright Now"	"Bombay Bicycle Club"	"11:11pm"	2017-03-17	"It's Alright Now (Single)"	" Jack Steadman"	"https://open.spotify.com/track/0010mZpCCwlPwoBiBsjoac"	"0010mZpCCwlPwoBiBsjoac"	"spotify:track:0010mZpCCwlPwoBiBsjoac"
"Utopia"	"Austra"	"11:16pm"	2017-03-17	"Future Politics"	" Katie Stelmanis"	"https://open.spotify.com/track/5cueNrNKTtFHw3oVXh7kD0"	"5cueNrNKTtFHw3oVXh7kD0"	"spotify:track:5cueNrNKTtFHw3oVXh7kD0"
"Little Life"	"Pony Girl"	"11:20pm"	2017-03-17	"Foreign Life"	" Pascal Huot, Julien Dussault, Michel Cousineau, Jeff Kingsbury, Greggory Clark, Yolande Laroche"	"https://open.spotify.com/track/53jfbHewLZdYdwO5jf3BCa"	"53jfbHewLZdYdwO5jf3BCa"	"spotify:track:53jfbHewLZdYdwO5jf3BCa"
